f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
0,14,35,57,34,17,93,6,0,0,0
0,14,8,57,24,116,101,4,4,0,0
0,12,24,59,54,157,159,3,7,0,0
0,14,10,73,42,142,155,4,4,0,0
1,14,9,82,57,112,114,4,4,0,0
0,11,24,45,53,139,172,7,2,0,0
3,14,20,63,45,125,148,4,4,0,1
0,20,16,53,68,117,145,1,7,0,1
70,21,14,67,59,36,53,2,4,0,0
0,24,14,2,1,63,40,6,6,0,0
0,14,10,51,24,135,140,4,4,0,0
28,14,26,76,42,65,76,4,2,0,0
0,27,16,64,29,204,201,0,0,0,0
0,33,23,33,27,86,78,0,2,0,0
6,14,16,47,54,14,7,6,5,0,1
0,31,13,63,45,189,185,3,4,0,0
3,28,15,54,40,29,21,7,6,0,1
0,26,13,46,16,117,107,0,0,0,0
13,3,7,78,54,161,182,7,7,0,0
0,14,26,18,14,112,114,4,4,0,0
149,14,43,74,75,23,23,4,4,0,1
0,7,14,60,66,119,106,7,7,0,1
0,14,13,71,53,127,118,4,4,0,0
24,16,3,74,66,192,185,3,1,0,0
0,14,15,8,4,82,72,4,4,0,0
81,7,10,66,79,53,45,7,7,0,1
0,7,13,57,26,215,215,7,5,0,0
1,27,18,27,16,54,41,0,0,0,0
28,8,12,66,54,40,57,7,7,0,0
0,27,19,33,13,106,103,6,3,0,0
44,14,15,67,55,105,112,8,4,0,0
0,14,15,37,23,35,32,5,7,0,0
112,0,29,71,88,146,151,8,8,0,1
0,14,10,63,27,186,160,4,4,0,0
1,14,13,49,52,186,177,4,4,0,0
36,15,11,81,44,166,166,4,1,0,0
5,14,17,49,35,179,178,4,4,0,0
0,20,6,85,45,210,217,0,1,0,0
1,14,11,71,59,120,155,4,5,0,0
0,14,12,55,38,112,114,4,4,0,1
0,13,14,54,78,33,24,6,5,0,1
0,14,8,72,56,223,227,4,4,0,0
1,18,18,64,64,133,154,0,2,0,1
0,14,10,69,29,190,202,4,4,0,0
12,14,6,64,50,112,114,4,4,0,0
0,14,24,66,43,58,32,4,4,0,0
0,18,15,51,48,214,216,6,6,0,0
8,14,4,69,69,152,161,4,4,0,1
0,14,9,51,38,101,106,4,4,0,0
0,32,17,39,23,83,81,0,0,0,0
0,14,10,63,54,112,114,7,4,0,0
8,14,33,15,24,112,114,4,4,0,0
0,27,17,61,35,176,184,0,0,0,0
52,31,23,24,31,4,11,0,0,0,0
3,14,6,71,52,112,114,4,4,0,0
1,3,16,62,75,11,6,7,8,0,1
4,14,11,53,40,53,61,4,4,0,1
0,14,12,45,30,171,177,0,0,0,0
0,14,13,65,48,64,50,4,4,0,1
1,0,14,76,81,86,85,8,7,0,1
0,0,11,59,89,108,115,7,8,0,0
0,14,9,40,21,104,96,4,4,0,0
0,10,14,54,43,218,221,4,4,0,0
0,14,28,47,15,23,5,4,4,0,0
0,24,24,43,49,90,85,2,6,0,0
17,14,20,67,36,63,76,1,7,0,0
7,14,20,86,82,112,114,4,4,0,0
0,30,13,64,41,51,52,1,1,0,0
0,14,15,38,23,112,114,4,4,0,0
1,14,22,46,65,99,99,4,7,0,1
1,14,9,55,20,112,114,4,4,0,0
0,14,16,77,75,112,114,4,4,0,1
0,14,31,52,53,35,28,4,4,0,0
40,14,13,50,55,169,191,4,4,0,0
0,1,11,75,71,101,108,4,4,0,0
6,14,15,72,37,49,77,8,4,0,0
0,13,17,62,55,126,109,2,0,0,0
1,14,20,69,72,51,68,4,4,0,0
1,14,26,37,48,22,19,7,6,0,1
0,35,11,28,7,94,93,3,1,0,0
147,10,23,70,68,161,182,7,7,0,1
151,14,17,86,86,183,200,8,8,0,0
0,28,19,18,14,101,76,0,0,0,0
0,16,17,63,49,148,122,6,6,0,0
0,24,12,39,48,62,53,1,6,0,0
1,14,33,60,65,19,25,8,8,0,1
0,14,24,55,23,114,74,4,4,0,1
0,21,26,49,65,16,14,1,6,0,1
1,14,18,67,32,90,128,8,6,0,0
0,14,3,71,71,197,195,4,8,0,1
0,14,12,46,26,205,213,0,4,0,0
75,14,11,88,94,110,137,8,8,0,1
0,14,13,58,52,128,147,8,8,0,0
5,15,17,53,45,65,91,5,7,0,0
0,14,17,39,40,108,111,4,4,0,0
0,14,9,72,38,59,50,4,4,0,0
0,14,13,48,16,153,141,0,7,0,0
0,14,9,58,51,197,184,4,4,0,0
0,15,15,49,40,104,147,4,4,0,0
0,14,19,35,30,165,175,4,4,0,0
0,23,12,53,43,125,135,0,0,0,0
0,34,13,33,32,122,111,0,0,0,0
43,10,11,75,53,78,105,7,4,0,0
132,2,19,76,61,136,159,7,7,0,1
0,26,14,32,24,204,196,0,1,0,0
7,18,13,54,37,175,188,0,7,0,0
1,15,21,80,58,140,122,4,4,0,1
4,24,10,42,41,95,93,2,1,0,0
0,14,17,41,22,192,193,4,4,0,0
0,30,15,46,36,210,214,5,0,0,0
9,18,24,66,48,29,99,6,6,0,0
0,14,16,75,47,112,114,0,0,0,0
6,14,13,76,75,83,99,8,8,0,1
0,14,15,34,26,210,208,0,4,0,0
0,0,6,45,49,149,147,6,7,0,0
0,14,15,41,17,74,43,4,4,0,0
0,14,5,68,59,195,181,4,4,0,0
0,21,11,75,41,144,133,0,0,0,0
0,14,22,55,66,108,104,4,5,0,0
16,14,24,60,55,112,114,4,4,0,0
0,24,20,47,46,118,98,1,1,0,0
0,14,21,8,10,99,75,4,4,0,0
62,2,8,80,62,34,27,8,8,0,1
0,14,18,70,71,138,141,4,4,0,0
10,22,16,69,56,47,26,2,6,0,0
12,14,21,43,9,96,78,7,0,0,0
0,22,18,41,19,128,126,6,5,0,0
0,14,22,57,59,212,225,4,4,0,0
0,16,18,58,68,192,204,1,6,0,0
0,14,16,51,36,112,114,0,0,0,0
0,25,14,32,22,158,163,0,3,0,0
0,14,11,70,18,130,99,4,4,0,0
0,21,18,48,19,91,88,0,0,0,0
15,4,16,76,56,90,144,8,5,0,1
0,11,14,32,33,135,132,0,7,0,0
1,14,7,84,86,164,145,8,8,0,1
132,14,24,73,40,41,91,4,4,0,0
0,14,15,35,18,112,114,4,4,0,0
0,14,10,75,55,119,112,4,4,0,0
0,22,11,46,49,208,207,0,0,0,0
6,14,13,43,54,112,114,4,4,0,0
23,21,30,57,52,89,106,0,0,0,0
4,19,19,48,38,139,97,0,5,0,0
0,14,22,64,51,36,51,4,4,0,1
0,14,10,85,80,192,196,8,8,0,0
19,14,2,81,84,112,114,4,4,0,1
0,21,10,37,23,167,150,1,1,0,0
0,20,22,40,24,86,120,0,0,0,0
155,14,33,82,90,26,40,8,8,0,1
0,14,13,36,69,112,114,4,4,0,0
0,34,20,38,44,128,141,1,0,0,0
0,14,16,52,59,112,114,0,5,0,1
54,14,16,59,67,112,114,8,8,0,0
0,14,24,12,17,60,38,6,7,0,1
96,9,21,69,58,1,1,7,3,0,0
16,6,22,71,69,71,99,7,7,0,0
0,9,13,54,54,58,78,7,6,0,1
0,28,14,36,37,83,83,0,1,0,0
0,8,13,51,30,98,103,7,8,0,0
1,8,11,60,87,14,21,7,7,0,1
0,21,16,51,60,116,118,8,0,0,0
3,14,26,54,30,112,114,8,8,0,0
0,19,11,84,35,206,207,4,4,0,0
0,5,24,88,34,73,52,4,4,0,1
0,14,15,9,6,136,123,4,4,0,0
0,14,26,52,34,179,173,4,4,0,0
0,15,11,38,49,164,172,7,5,0,1
0,14,15,58,59,82,70,4,4,0,1
0,25,17,25,9,174,159,0,0,0,0
1,18,13,63,44,155,129,3,7,0,0
0,23,14,53,56,142,129,0,6,0,0
0,14,13,38,11,76,68,0,1,0,0
0,28,21,85,7,79,74,7,4,0,0
0,14,20,13,19,112,114,4,4,0,0
9,14,14,61,50,78,67,4,4,0,1
57,14,18,64,46,53,49,1,5,0,0
0,8,18,74,66,20,59,4,4,0,0
0,24,34,32,21,28,20,1,1,0,0
49,26,16,73,56,44,26,6,2,0,1
0,14,22,77,70,211,215,4,4,0,0
12,0,22,69,70,57,54,7,8,0,1
48,2,27,78,70,6,5,8,7,0,1
0,25,17,63,56,29,24,4,4,0,0
0,14,23,51,68,12,8,4,4,0,0
0,31,10,54,15,220,217,0,4,0,0
108,14,33,62,64,133,164,4,4,0,1
3,19,17,57,54,86,93,5,2,0,0
0,14,24,87,31,70,63,2,4,0,0
99,14,14,76,70,112,210,6,1,0,0
0,25,9,21,30,110,112,0,0,0,0
124,5,12,77,80,73,108,6,7,0,1
0,5,12,70,65,31,25,5,3,0,1
0,18,5,61,36,192,174,0,0,0,0
0,14,8,18,11,186,169,0,0,0,0
0,6,19,57,37,101,87,2,7,0,1
0,14,21,21,64,84,64,4,4,0,0
0,14,18,53,37,112,114,4,4,0,0
123,14,21,88,84,28,50,4,4,0,1
4,16,25,55,31,49,12,6,0,0,1
0,0,4,56,47,177,176,4,4,0,1
63,14,23,87,59,6,22,4,4,0,1
0,33,17,32,21,139,112,0,0,0,0
0,23,22,32,46,117,97,7,5,0,0
0,15,13,55,60,79,96,1,7,0,1
10,14,25,54,53,167,162,4,4,0,0
0,14,16,71,47,180,157,0,4,0,0
0,14,5,38,34,135,144,4,4,0,0
9,14,16,46,47,112,114,0,4,0,0
0,14,12,64,75,93,115,4,4,0,1
0,14,7,44,18,202,196,4,4,0,0
0,26,13,40,35,141,134,0,0,0,0
1,16,11,80,52,162,174,4,4,0,0
1,14,8,36,34,81,92,4,4,0,0
0,1,29,30,40,50,62,7,8,0,0
112,0,4,81,74,148,151,7,7,0,0
0,14,17,59,42,112,114,4,4,0,0
3,14,8,67,74,103,116,4,4,0,1
1,5,7,75,57,218,217,8,6,0,0
0,16,10,72,31,147,130,3,7,0,0
0,22,14,46,51,102,91,1,6,0,0
0,1,10,62,42,35,58,8,8,0,1
1,14,25,67,57,112,114,4,4,0,0
4,0,14,47,68,136,167,8,7,0,0
0,15,9,79,50,216,222,1,2,0,0
5,14,16,77,79,112,114,8,8,0,1
0,27,22,14,10,94,59,2,3,0,0
22,14,14,68,60,31,68,4,4,0,0
5,14,7,53,33,45,36,7,0,0,0
10,14,10,87,49,86,80,4,8,0,0
66,14,20,69,40,24,59,4,4,0,0
25,14,18,85,93,112,114,4,4,0,0
3,10,25,70,69,42,94,7,7,0,1
78,14,16,75,47,184,191,8,4,0,1
129,14,4,88,96,188,196,4,4,0,1
0,32,10,68,44,83,94,8,4,0,0
0,16,26,39,20,148,146,3,1,0,0
44,14,21,69,53,137,128,8,1,0,1
0,23,18,32,36,21,29,3,7,0,0
0,18,21,23,18,100,97,0,2,0,0
0,14,12,38,17,100,94,4,4,0,0
0,7,9,47,36,203,200,8,8,0,0
32,0,24,84,87,0,0,8,8,0,1
0,14,11,21,24,125,122,4,4,0,0
84,13,23,50,73,124,138,6,5,0,1
0,19,21,47,54,150,154,0,2,0,0
0,29,10,75,27,135,126,0,0,0,0
1,14,24,46,30,141,169,6,1,0,0
1,8,12,75,65,217,225,7,6,0,0
0,14,16,59,47,172,158,0,4,0,0
0,14,4,49,43,113,108,4,4,0,0
0,19,20,18,16,153,150,0,0,0,0
0,23,10,51,38,220,223,5,2,0,0
0,14,13,47,68,81,60,4,8,0,0
0,2,11,67,69,91,85,7,6,0,1
0,14,11,54,56,132,111,1,1,0,0
0,25,11,37,14,172,169,0,0,0,0
12,14,15,86,52,58,71,4,4,0,0
0,14,10,46,21,197,181,1,2,0,0
10,26,14,62,55,58,50,3,1,0,0
131,7,22,70,70,5,3,7,5,0,0
0,28,22,23,12,94,79,0,0,0,0
0,4,9,66,70,143,172,7,7,0,0
0,3,7,68,95,151,154,0,8,0,1
0,3,20,45,41,5,13,7,6,0,0
66,14,13,86,57,23,31,8,8,0,1
3,14,29,56,47,64,35,4,4,0,0
0,35,12,34,48,212,218,4,4,0,0
137,10,11,83,62,20,14,7,7,0,1
1,24,11,62,61,133,121,0,1,0,0
3,19,33,85,41,113,141,7,1,0,0
0,14,18,82,23,114,90,4,4,0,0
0,14,12,27,17,168,163,1,1,0,0
0,14,7,53,56,112,114,4,4,0,0
0,23,16,45,16,189,187,0,0,0,0
0,14,16,47,44,112,114,8,6,0,0
36,14,41,48,54,37,108,7,6,0,0
0,2,10,58,63,198,208,7,7,0,0
0,14,13,88,70,215,216,4,7,0,0
0,22,12,10,2,107,76,5,6,0,0
6,14,15,74,87,108,120,4,4,0,1
0,29,17,41,59,120,134,0,7,0,0
1,14,22,50,46,148,177,4,4,0,0
0,14,12,44,21,178,186,0,6,0,0
0,6,14,62,52,116,123,6,3,0,0
44,14,16,45,57,112,114,4,4,0,0
6,8,7,83,67,157,158,5,7,0,0
64,11,32,84,38,3,15,8,7,0,1
0,32,28,51,52,67,42,2,0,0,1
0,29,13,50,43,156,142,0,0,0,0
142,8,33,79,48,38,39,5,5,0,1
0,33,15,13,5,30,22,0,0,0,0
46,31,22,39,25,137,134,0,2,0,1
0,7,28,59,53,163,156,3,7,0,0
1,13,23,37,37,147,138,6,2,0,0
3,20,21,60,29,26,45,6,3,0,0
0,30,10,42,26,25,25,4,4,0,0
0,14,15,64,28,23,13,4,4,0,0
0,14,3,88,49,112,114,4,4,0,0
0,6,5,79,61,224,229,7,7,0,0
0,11,6,37,15,98,96,3,0,0,0
0,14,11,52,66,183,196,4,4,0,1
0,27,18,38,43,188,210,1,1,0,1
0,33,11,47,40,37,34,2,0,0,0
12,14,20,33,32,24,72,4,4,0,0
13,14,15,66,79,103,88,4,8,0,0
0,14,10,81,56,130,141,4,4,0,0
0,27,12,5,7,148,142,0,0,0,0
0,14,14,84,62,75,15,4,4,0,1
3,3,10,56,47,210,218,4,4,0,0
0,4,31,54,70,54,8,5,7,0,1
0,14,20,72,75,59,62,8,4,0,1
0,14,15,63,36,82,56,4,4,0,0
0,16,18,44,48,15,11,7,4,0,0
0,14,10,68,55,103,132,0,5,0,0
103,14,37,58,60,0,0,4,4,0,1
8,3,20,80,69,189,205,4,4,0,0
1,0,23,77,87,51,47,7,7,0,1
0,14,15,50,22,151,125,4,4,0,0
3,10,11,83,52,174,157,1,3,0,0
1,7,22,53,52,7,18,2,7,0,0
7,3,13,70,66,105,134,4,4,0,0
0,14,13,80,39,49,73,4,4,0,0
16,31,15,55,9,92,106,1,0,0,0
0,14,6,61,17,72,68,4,4,0,0
47,14,36,69,39,53,39,1,4,0,0
0,4,25,37,37,37,46,7,7,0,0
43,14,23,82,88,70,66,7,8,0,1
34,7,13,53,64,52,40,7,7,0,0
0,7,10,32,15,175,175,7,7,0,0
65,12,23,83,51,31,21,7,2,0,1
0,31,14,59,41,77,54,4,4,0,0
0,14,18,5,16,37,32,2,8,0,0
1,0,11,87,82,27,27,8,8,0,1
0,24,15,27,17,92,83,0,0,0,0
0,18,6,64,61,57,58,6,0,0,0
0,14,16,46,50,112,114,8,6,0,0
0,28,6,35,26,155,139,1,0,0,0
15,4,18,61,51,212,223,2,7,0,0
0,14,14,52,19,137,124,4,4,0,0
0,3,4,57,49,158,151,7,6,0,0
0,14,3,87,54,213,219,8,4,0,0
0,8,31,67,68,86,137,7,7,0,0
0,34,27,30,21,55,55,4,4,0,0
117,12,19,64,50,73,109,6,2,0,1
0,14,24,59,67,65,25,4,4,0,0
0,31,9,50,68,31,28,6,1,0,0
0,7,21,47,39,85,58,7,7,0,0
0,14,10,79,48,148,150,4,4,0,0
0,14,11,75,55,172,151,4,4,0,0
0,10,17,44,30,31,31,6,5,0,0
45,14,10,75,76,130,141,8,8,0,1
5,14,16,27,18,51,55,4,4,0,0
0,14,13,72,27,38,38,4,4,0,0
0,19,12,53,35,121,125,7,0,0,0
32,25,16,63,38,114,103,0,0,0,0
0,23,22,11,11,18,11,5,6,0,0
0,14,11,68,34,171,160,4,4,0,0
18,14,16,54,45,134,140,7,6,0,0
10,3,18,78,58,143,180,7,8,0,0
0,14,21,45,63,149,120,4,4,0,0
0,7,4,59,57,125,126,7,7,0,1
0,14,17,42,21,85,99,0,4,0,0
67,14,18,77,64,12,45,8,7,0,0
0,14,9,28,28,72,76,8,8,0,0
6,14,23,70,69,214,212,4,4,0,0
0,1,13,44,52,193,201,7,7,0,0
0,14,27,34,33,137,163,4,0,0,0
141,4,12,71,66,46,40,7,7,0,1
0,14,8,28,6,88,80,3,7,0,0
0,35,13,46,35,90,77,0,1,0,0
0,14,5,52,32,187,161,4,4,0,0
19,20,15,74,65,112,118,6,6,0,0
29,0,17,77,80,75,90,7,8,0,1
0,14,9,62,58,163,164,8,8,0,0
8,11,8,68,59,226,231,4,4,0,0
0,18,22,50,37,200,202,0,2,0,0
0,35,21,23,18,182,190,0,0,0,0
0,22,6,59,64,96,98,5,3,0,0
0,33,14,46,17,90,100,0,0,0,0
4,14,12,86,78,171,193,4,4,0,1
0,15,8,63,49,124,141,8,5,0,0
0,14,16,56,47,112,114,4,4,0,1
0,33,14,15,5,142,148,0,0,0,0
0,14,18,30,20,60,39,4,4,0,0
0,14,11,75,62,92,65,4,4,0,0
47,14,10,87,88,67,57,8,8,0,1
0,14,11,65,36,112,114,4,4,0,0
0,14,19,27,30,103,81,4,0,0,1
0,14,21,38,22,218,219,4,4,0,0
8,14,7,55,58,216,221,4,4,0,0
8,18,13,57,56,56,47,6,1,0,1
3,8,12,70,62,107,124,7,7,0,0
18,14,15,87,88,2,7,7,5,0,1
29,6,10,84,74,29,44,7,7,0,1
20,0,16,82,84,75,111,8,8,0,0
0,32,15,39,32,135,139,6,4,0,0
0,25,14,49,31,66,47,0,1,0,0
0,14,4,88,38,112,114,4,4,0,0
0,14,15,47,28,101,102,0,1,0,0
0,14,28,86,72,116,110,7,8,0,1
0,34,17,43,35,93,99,7,7,0,0
14,14,18,64,55,10,9,4,4,0,0
10,21,18,88,44,118,120,0,3,0,0
0,21,14,66,49,168,194,3,7,0,0
0,6,34,57,38,90,57,7,7,0,0
74,28,7,45,45,131,125,0,0,0,0
0,14,17,44,44,112,114,4,4,0,0
113,15,10,66,51,67,63,6,0,0,1
1,9,8,77,85,161,155,6,7,0,1
0,14,12,43,58,112,114,4,4,0,0
0,3,16,72,63,168,176,7,7,0,0
1,33,19,50,25,14,7,0,0,0,1
0,14,14,40,47,59,38,0,4,0,0
39,15,9,75,56,120,135,5,1,0,0
0,14,12,43,32,162,166,4,4,0,0
5,14,44,65,44,49,62,7,3,0,1
19,14,9,63,50,199,209,4,4,0,0
1,14,9,70,46,112,114,4,4,0,0
0,2,23,71,65,85,102,8,7,0,1
0,26,22,52,25,176,198,0,5,0,0
0,14,38,60,34,112,114,4,4,0,0
0,14,8,54,21,171,165,4,4,0,0
99,14,21,76,73,49,90,4,4,0,1
0,14,24,86,74,227,231,4,4,0,0
0,25,15,35,20,180,170,2,0,0,0
12,14,22,86,95,112,114,4,4,0,1
126,14,15,70,42,19,37,7,7,0,0
0,14,4,78,39,112,114,4,4,0,0
0,3,16,69,73,59,94,8,8,0,0
0,14,7,63,76,130,102,4,4,0,1
0,14,8,47,68,208,207,2,7,0,0
0,14,16,28,26,112,114,4,4,0,0
0,28,17,43,31,91,87,3,3,0,0
0,14,6,86,26,112,114,4,4,0,0
144,0,25,87,90,96,89,8,8,0,1
64,14,42,76,63,48,107,4,4,0,1
0,14,18,63,29,110,74,4,4,0,0
0,14,17,48,22,112,114,4,4,0,0
4,7,8,77,83,214,227,3,3,0,0
8,14,17,33,19,70,110,4,4,0,0
15,14,8,64,68,173,198,4,4,0,1
0,29,13,16,4,172,145,0,0,0,0
1,18,13,74,58,166,183,6,6,0,0
0,28,18,34,31,11,10,0,1,0,0
0,19,12,61,39,197,197,0,5,0,0
0,14,9,37,36,112,114,4,4,0,0
0,14,16,56,47,112,114,4,4,0,0
6,12,15,79,50,5,9,7,7,0,0
8,28,20,49,53,106,128,0,2,0,0
0,14,23,64,72,158,165,4,4,0,0
0,14,15,43,38,151,135,4,4,0,0
0,25,11,57,51,79,65,0,6,0,0
54,14,10,68,39,107,109,1,3,0,0
0,10,9,80,40,195,191,0,7,0,0
0,21,12,39,22,192,182,0,0,0,0
0,14,13,44,69,107,99,4,4,0,0
17,0,14,78,71,102,97,4,4,0,1
0,14,25,37,52,97,74,0,0,0,0
0,14,26,36,78,25,73,5,7,0,1
1,6,7,87,44,141,116,6,6,0,1
3,14,33,41,55,4,9,1,6,0,1
0,14,6,29,50,112,114,4,4,0,0
0,14,15,62,41,93,64,4,4,0,0
12,14,18,79,60,123,138,8,1,0,0
1,14,7,57,44,192,193,4,4,0,0
28,14,20,74,73,129,155,4,4,0,1
0,21,17,57,43,190,198,7,3,0,0
0,25,9,46,39,144,138,0,7,0,0
0,14,17,75,46,148,169,4,4,0,0
0,14,23,12,34,112,114,4,4,0,0
52,14,31,75,83,4,1,4,4,0,1
0,14,18,62,41,174,193,8,3,0,0
0,14,18,50,29,112,114,4,4,0,0
10,4,8,82,66,72,75,8,5,0,0
0,14,10,73,48,112,114,4,4,0,0
0,14,20,34,6,88,59,0,0,0,0
0,32,21,27,34,102,96,0,0,0,0
12,14,14,63,64,155,156,6,7,0,1
0,14,18,71,61,145,155,4,4,0,1
0,12,15,20,14,65,55,7,7,0,0
0,10,10,73,59,218,220,6,7,0,0
0,14,12,58,31,48,47,4,4,0,0
0,14,6,46,22,198,191,0,0,0,0
0,14,1,86,54,112,114,4,4,0,0
45,14,17,83,50,112,114,4,4,0,0
0,14,12,60,17,219,203,4,4,0,0
0,14,13,43,54,42,38,4,4,0,0
0,28,25,12,3,64,41,3,5,0,0
92,0,16,56,95,108,163,7,7,0,1
0,35,14,19,11,129,135,0,0,0,0
0,14,16,61,57,112,114,4,4,0,0
1,14,7,88,63,198,209,3,7,0,0
1,12,12,50,51,111,124,7,2,0,0
4,14,24,58,53,192,199,4,4,0,1
0,14,6,88,79,138,138,4,4,0,1
0,14,36,81,94,112,114,4,4,0,1
0,20,30,58,17,39,62,7,4,0,0
0,2,21,52,80,26,32,7,7,0,1
0,19,9,46,43,209,216,1,2,0,0
7,17,24,42,53,127,173,5,7,0,0
0,7,21,66,44,111,128,6,5,0,0
0,26,11,40,30,94,88,0,7,0,0
0,15,9,84,24,85,54,7,2,0,0
4,14,25,86,46,158,171,1,0,0,0
16,4,20,72,78,68,62,7,7,0,1
0,20,16,75,50,188,186,2,1,0,0
0,14,20,34,60,88,88,7,8,0,0
0,31,18,60,51,59,67,3,0,0,0
0,14,16,49,47,112,114,6,4,0,1
16,8,36,78,53,24,18,5,2,0,1
0,14,12,85,84,155,154,7,7,0,0
20,11,11,73,42,201,210,7,2,0,0
0,6,10,53,31,114,133,7,6,0,0
0,14,13,42,24,111,107,4,4,0,0
0,14,13,69,28,111,120,4,4,0,0
0,25,15,44,29,49,45,2,0,0,0
0,26,8,45,40,144,146,2,6,0,0
0,14,5,85,53,143,128,8,4,0,1
4,14,19,73,60,112,114,4,4,0,1
1,14,19,87,53,131,129,4,4,0,1
4,3,10,66,63,168,205,7,7,0,0
1,3,14,51,54,192,207,7,2,0,0
0,12,12,68,49,137,142,7,3,0,0
0,7,14,59,45,120,117,8,7,0,0
0,4,12,55,62,54,72,7,7,0,1
0,14,24,34,23,214,194,4,4,0,0
5,28,12,63,33,153,164,0,0,0,0
21,14,13,75,60,193,193,4,4,0,0
0,16,20,81,60,96,91,1,6,0,1
0,25,17,36,27,34,32,1,3,0,0
0,14,32,25,28,91,98,4,4,0,1
45,14,10,67,58,111,109,4,4,0,0
10,7,8,81,69,130,148,6,6,0,1
1,14,14,67,73,207,221,4,4,0,1
12,4,15,86,70,222,228,7,8,0,0
49,14,20,86,74,13,38,8,8,0,0
18,31,10,46,42,90,96,1,1,0,0
44,14,21,61,33,19,56,4,4,0,0
0,22,23,66,55,118,115,0,0,0,0
4,14,10,81,56,46,75,4,4,0,0
0,14,13,72,18,36,24,4,4,0,0
5,14,3,87,64,212,210,4,4,0,0
0,14,13,70,28,31,21,1,5,0,0
0,14,23,26,23,101,86,4,4,0,0
0,31,18,42,53,91,85,2,0,0,0
26,4,18,66,67,116,134,7,8,0,1
0,14,14,55,33,135,150,4,4,0,0
0,14,16,46,38,112,114,4,0,0,0
0,14,22,33,10,90,55,4,5,0,0
0,14,16,51,38,112,114,7,3,0,0
0,4,18,45,61,185,198,8,8,0,0
0,14,17,2,0,21,25,4,4,0,0
0,30,27,23,10,26,14,0,0,0,1
0,12,8,69,53,220,225,4,4,0,0
0,14,12,53,45,82,84,4,4,0,0
0,14,24,64,67,32,71,0,8,0,0
0,14,19,48,57,174,146,4,4,0,1
0,28,23,46,50,102,117,2,7,0,0
26,14,32,85,63,198,217,4,4,0,1
0,34,22,33,15,39,33,4,4,0,0
0,20,14,27,23,137,140,4,4,0,0
0,2,5,85,65,154,172,6,8,0,0
0,14,27,58,67,157,147,4,4,0,0
0,14,17,48,45,150,157,4,4,0,0
0,24,9,36,20,192,197,0,0,0,0
0,14,28,21,13,55,103,4,0,0,0
6,14,7,39,37,192,175,4,4,0,0
0,29,18,36,17,150,138,0,6,0,0
0,26,13,50,43,119,130,0,1,0,0
1,27,17,54,55,81,66,1,2,0,0
0,19,23,52,52,12,48,0,7,0,0
0,14,18,54,60,150,157,4,4,0,0
0,14,19,0,0,29,18,4,4,0,0
0,16,12,10,25,122,123,1,3,0,0
0,14,8,49,57,183,177,4,4,0,0
0,26,18,48,22,186,165,0,0,0,0
1,14,21,29,20,112,114,4,4,0,0
0,16,15,55,48,138,132,1,1,0,0
40,13,15,62,56,13,21,7,5,0,0
1,14,15,38,42,198,204,4,4,0,0
0,21,19,49,62,42,30,0,7,0,1
1,14,3,87,70,208,207,4,4,0,0
7,27,9,51,41,71,64,0,2,0,0
0,10,18,53,58,128,117,2,6,0,0
0,14,31,37,5,15,40,6,4,0,0
0,27,3,59,37,192,193,0,0,0,0
0,14,11,65,40,129,124,4,8,0,0
0,34,17,34,20,138,142,2,1,0,0
7,14,18,77,50,102,95,4,4,0,1
0,14,29,14,6,66,54,4,4,0,0
0,14,12,33,28,66,48,4,0,0,0
0,22,6,87,44,207,214,0,2,0,0
62,5,23,38,85,20,55,7,8,0,1
0,35,24,33,28,124,107,0,0,0,0
13,17,14,58,43,36,25,7,5,0,0
0,14,24,39,19,222,219,4,4,0,0
0,16,11,64,45,213,219,4,4,0,0
0,22,17,51,48,79,60,2,5,0,1
22,16,16,57,62,163,175,6,6,0,0
0,26,8,62,46,129,118,2,1,0,0
0,7,17,51,40,67,78,6,5,0,0
40,4,10,87,69,215,221,7,7,0,1
0,30,14,6,3,131,108,0,0,0,0
0,14,19,59,71,130,130,4,4,0,0
0,14,16,38,17,112,114,0,0,0,0
1,26,7,47,34,206,215,2,6,0,0
2,3,12,87,66,225,231,7,4,0,0
0,6,10,12,9,6,3,4,4,0,0
0,14,23,50,43,45,40,1,8,0,1
0,14,17,50,30,156,170,3,4,0,0
4,14,10,77,78,130,154,8,8,0,1
18,0,3,88,96,184,201,8,8,0,1
3,14,9,56,47,39,22,4,4,0,0
8,22,14,73,48,167,173,7,2,0,0
44,1,15,15,51,105,106,8,7,0,0
1,21,13,57,44,143,142,0,0,0,0
0,3,6,65,66,177,176,6,6,0,1
0,14,5,73,63,112,114,4,4,0,0
6,4,17,84,55,75,82,5,8,0,1
0,27,18,53,27,165,156,2,1,0,0
0,27,37,25,9,66,64,0,0,0,0
0,14,11,44,19,144,128,4,4,0,0
0,14,24,32,26,93,92,4,8,0,0
0,22,13,64,45,203,200,0,0,0,0
1,9,12,59,41,170,168,7,1,0,0
0,14,13,46,35,74,77,4,4,0,0
0,11,11,57,44,45,41,7,7,0,0
0,14,39,17,8,12,12,7,4,0,0
0,8,21,64,82,21,32,0,8,0,1
0,28,16,35,47,4,8,0,4,0,0
0,14,17,73,84,58,64,8,8,0,1
1,16,28,49,49,70,101,5,0,0,0
94,4,14,77,78,89,104,7,8,0,0
8,14,20,71,61,185,187,8,4,0,1
